Year,Neighbourhood,Total,Bachelor,1 Bedroom,2 Bedroom,3 Bedroom +,Whole_Toronto_AV
2016,Willowdale West/Newtonbrook West,1325,**,"1,204","1,397","1,564",1240
2016,Willowridge-Martingrove-Richview,1449,**,"1,107","1,477","1,652",1240
2016,Woburn,1092,828,985,"1,118","1,239",1240
2016,Woodbine Corridor/Greenwood-Coxwell,**,**,**,**,**,1240
2016,Woodbine-Lumsden,1094,**,"1,019",**,**,1240
2016,Wychwood,1236,**,"1,298",**,**,1240
2016,Yonge-Eglinton,1320,"1,015","1,290","1,616",**,1240
2016,Yonge-St. Clair,1566,"1,030","1,327","1,773",**,1240
2016,Yorkdale-Glen Park,1123,**,"1,019","1,212","1,349",1240
2016,Toronto,1240,957,"1,132","1,326","1,525",1240
2015,Agincourt/Malvern,1300,**,"1,106","1,294","1,522",1208
2015,Ajax/Pickering,1165,**,897,"1,094","1,308",1208
2015,Alderwood,1084,**,916,"1,124",**,1208
2015,Aurora,1215,**,"1,112","1,299",**,1208
2015,Banbury-Don Mills/York Mills,1061,740,"1,005","1,136","1,248",1208
2015,Bathurst Manor,1233,772,"1,104","1,230","1,426",1208
2015,Bay Street Corridor,2067,"1,372","1,730","2,493",**,1208
2015,Bayview Village,1367,**,"1,227","1,447",**,1208
2015,Bayview Woods-Steeles/Hillcrest Village,**,**,**,**,**,1208
2015,Bedford Park-Nortown,1154,864,982,"1,315",**,1208
2015,Beechborough-Greenbrook,944,767,853,"1,059",**,1208
2015,Bendale,1079,769,955,"1,070","1,202",1208
2015,Birchcliffe-Cliffside,1145,921,"1,041","1,263",**,1208
2015,Black Creek,1091,836,941,"1,092","1,297",1208
2015,Bradford/West Gwillimbury/New Tecumseth,995,799,880,"1,040","1,381",1208
2015,Brampton (East),1243,811,"1,132","1,279","1,372",1208
2015,Brampton (West),1119,747,"1,003","1,158","1,386",1208
2015,Briar Hill-Belgravia,1200,758,"1,066","1,283","1,609",1208
2015,Broadview North,1078,842,"1,040","1,268",**,1208
2015,Bronte,1319,**,"1,183","1,395",**,1208
2015,Brookhaven-Amesbury,1108,844,947,"1,131","1,376",1208
2015,Cabbagetown-South St. James Town,1255,859,"1,221","1,637",**,1208
2015,Caledon,**,**,**,**,**,1208
2015,Caledonia-Fairbank,969,825,903,"1,052",**,1208
2015,Casa Loma,1665,"1,001","1,345","1,934","3,189",1208
2015,Churchill Meadows/Erin Mills,1269,875,997,"1,181","1,585",1208
2015,Church-Yonge Corridor,1319,"1,056","1,343","1,739",**,1208
2015,Clairlea-Birchmount,1003,847,928,"1,114",**,1208
2015,Clanton Park,1074,813,990,"1,212",**,1208
2015,Clarkson/Lorne Park,1119,838,"1,013","1,160","1,265",1208
2015,Cliffcrest,1058,**,971,"1,085","1,292",1208
2015,Cooksville,1145,837,"1,037","1,232","1,345",1208
2015,Crescent Town,1041,767,950,"1,196","1,453",1208
2015,Danforth Village-East York,979,800,931,"1,143",**,1208
2015,Don Valley Village/Pleasant View,1256,842,"1,082","1,262","1,437",1208
2015,Dorset Park,1054,792,944,"1,088","1,268",1208
2015,Dovercourt/Davenport/Junction,1147,938,"1,066","1,299",**,1208
2015,Downsview,1033,781,903,"1,078","1,295",1208
2015,Dufferin Grove/Little Portugal,1042,688,987,"1,389",**,1208
2015,East End-Danforth,1047,849,990,"1,151",**,1208
2015,East Gwillimbury/Newmarket,1082,696,"1,040","1,169","1,276",1208
2015,Edenbridge-Humber Valley,1175,952,"1,002","1,216","1,753",1208
2015,Eglinton East,1045,874,911,"1,056","1,256",1208
2015,Elms-Old Rexdale,1204,**,974,"1,208","1,344",1208
2015,Englemount-Lawrence,1142,741,998,"1,187","1,480",1208
2015,Eringate-Centennial-West Deane,1176,**,**,"1,162",**,1208
2015,Etobicoke West Mall,1219,**,"1,026","1,235","1,412",1208
2015,Flemingdon Park,1131,**,985,"1,181","1,417",1208
2015,Forest Hill North,1315,919,"1,163","1,461","1,887",1208
2015,Forest Hill South,1238,902,"1,116","1,456",**,1208
2015,Georgina,776,**,760,778,**,1208
2015,Guildwood,**,**,**,**,**,1208
2015,Henry Farm,1329,**,"1,168","1,343","1,545",1208
2015,High Park North/Junction,1371,928,"1,246","1,679","2,088",1208
2015,High Park-Swansea,1251,713,"1,203","1,307",**,1208
2015,Humber Heights-Westmount,1299,**,"1,115","1,339","1,443",1208
2015,Humewood-Cedarvale,1297,843,"1,167","1,645",**,1208
2015,Ionview,1015,798,935,"1,092","1,223",1208
2015,Islington/City Centre North,1291,"1,097","1,213","1,323","1,448",1208
2015,Islington/City Centre South,1176,974,"1,029","1,246","1,324",1208
2015,Keelesdale-Eglinton West,890,826,860,974,**,1208
2015,Kennedy Park,1006,743,919,"1,064",**,1208
2015,Kensington-Chinatown,1380,**,**,**,**,1208
2015,Kingsview Village-The Westway,1171,**,"1,023","1,193","1,374",1208
2015,Kingsway South,**,**,**,**,**,1208
2015,Lambton Baby Point,1051,751,954,"1,171",**,1208
2015,L'Amoreaux/Steeles/Milliken,1133,**,"1,027","1,193","1,383",1208
2015,Lansing-Westgate,1329,**,"1,224","1,393","1,531",1208
2015,Lawrence Park North,1435,938,"1,221","1,753",**,1208
2015,Lawrence Park South,1351,939,"1,237","1,565",**,1208
2015,Leaside-Bennington,1258,885,"1,160","1,449",**,1208
2015,Little Italy/Trinity-Bellwoods,1397,773,"1,042","1,614",**,1208
2015,Long Branch,949,689,890,"1,034",**,1208
2015,Malton,1088,**,852,"1,133","1,203",1208
2015,Maple Leaf,1065,790,988,"1,098","1,268",1208
2015,Markham,1197,**,"1,092","1,257","1,401",1208
2015,Meadowvale,1362,**,"1,227","1,398","1,524",1208
2015,Milton/Halton Hills,1095,723,996,"1,151","1,433",1208
2015,Mimico,981,770,961,"1,081","1,554",1208
2015,Mississauga Centre/Streetsville,1257,842,"1,106","1,277","1,497",1208
2015,Moore Park,1576,"1,125","1,440","2,073",**,1208
2015,Morningside,1018,**,927,"1,043","1,239",1208
2015,Moss Park/Regent Park,1102,796,"1,100","1,469",**,1208
2015,Mount Dennis,1064,756,992,"1,099",**,1208
2015,Mount Olive-Silverstone-Jamestown/Thistletown,1160,**,996,"1,129","1,254",1208
2015,Mount Pleasant East,1305,982,"1,225","1,545","1,876",1208
2015,Mount Pleasant West,1337,"1,019","1,294","1,656","2,115",1208
2015,New Toronto,856,**,807,968,**,1208
2015,North St. James Town,1143,908,"1,156","1,295",**,1208
2015,Oakridge,**,**,**,**,**,1208
2015,Oakville (excl. Bronte),1297,933,"1,151","1,340","1,544",1208
2015,Oakwood-Vaughan,971,740,937,"1,157",**,1208
2015,O'Connor-Parkview,1093,812,937,"1,169","1,479",1208
2015,Old East York,1000,837,960,"1,153",**,1208
2015,Orangeville/Mono,990,**,923,"1,048","1,130",1208
2015,Parkwoods-Donalda,1237,913,"1,056","1,237","1,463",1208
2015,Playter Estates-Danforth,1159,911,"1,108","1,385",**,1208
2015,Port Credit,1145,820,"1,032","1,224","1,474",1208
2015,Princess-Rosethorn,**,**,**,**,**,1208
2015,Rexdale-Kipling,1071,679,927,"1,039","1,212",1208
2015,Richmond Hill/Vaughan/King,1262,900,"1,148","1,343","1,538",1208
2015,Riverdale,**,**,**,**,**,1208
2015,Rockcliffe-Smythe,966,747,872,"1,042","1,096",1208
2015,Roncesvalles,1226,**,"1,067","1,440",**,1208
2015,Rosedale,**,**,"1,422","2,095",**,1208
2015,Rouge,1088,**,**,"1,079","1,212",1208
2015,Rustic/Pelmo Park/Humberlea,1025,**,904,"1,076",**,1208
2015,Scarborough Village,1064,**,945,"1,065","1,264",1208
2015,South Parkdale/King West,1038,867,"1,037","1,224",**,1208
2015,St. Andrew-Windfields,1371,823,"1,131","1,362","1,758",1208
2015,Stonegate-Queensway,1029,852,972,"1,084",**,1208
2015,Tam O'Shanter-Sullivan,1116,847,"1,010","1,148","1,361",1208
2015,The Beaches,1232,890,"1,131","1,513","1,923",1208
2015,Thorncliffe Park,1214,904,"1,030","1,298","1,709",1208
2015,University/Annex,1436,"1,068","1,403","1,973",**,1208
2015,Uxbridge,1117,**,"1,016","1,195",**,1208
2015,Victoria Village,1104,849,"1,004","1,187","1,424",1208
2015,Waterfront Communities -The Island,1676,**,"1,583","1,791",**,1208
2015,West Hill,1052,765,933,"1,060","1,178",1208
2015,West Humber-Clairville,1137,737,891,"1,056","1,469",1208
2015,Westminster-Branson,1299,867,"1,129","1,333","1,490",1208
2015,Weston,1045,791,970,"1,148","1,283",1208
2015,Wexford-Maryvale,993,796,917,"1,078","1,165",1208
2015,Whitchurch/Stouffville,1098,**,"1,080","1,107",**,1208
2015,Willowdale East/Newtonbrook East,1709,**,"1,425","1,785","2,318",1208
2015,Willowdale West/Newtonbrook West,1298,**,"1,175","1,346","1,577",1208
2015,Willowridge-Martingrove-Richview,1458,**,"1,144","1,468","1,681",1208
2015,Woburn,1103,818,"1,002","1,116","1,255",1208
2015,Woodbine Corridor/Greenwood-Coxwell,1087,**,"1,042","1,262",**,1208
2015,Woodbine-Lumsden,**,**,**,**,**,1208
2015,Wychwood,1039,769,"1,133",**,**,1208
2015,Yonge-Eglinton,1278,"1,001","1,216","1,616",**,1208
2015,Yonge-St. Clair,1431,"1,029","1,304","1,801",**,1208
2015,Yorkdale-Glen Park,1123,**,"1,030","1,209",**,1208
2015,Toronto,1208,937,"1,103","1,286","1,516",1208
2014,Agincourt/Malvern,1140,**,993,"1,119","1,337",1170
2014,Ajax/Pickering,1142,**,880,"1,094","1,254",1170
2014,Alderwood,1060,**,774,"1,172",**,1170
2014,Aurora,1214,**,"1,036","1,228",**,1170
2014,Banbury-Don Mills/York Mills,1200,730,"1,056","1,265","1,620",1170
2014,Bathurst Manor,1156,802,"1,035","1,158","1,383",1170
2014,Bay Street Corridor,1752,"1,244","1,602","2,162",**,1170
2014,Bayview Village,1330,**,"1,176","1,413",**,1170
2014,Bayview Woods-Steeles/Hillcrest Village,**,**,**,**,**,1170
2014,Bedford Park-Nortown,1201,822,"1,047","1,384","1,876",1170
2014,Beechborough-Greenbrook,940,718,847,"1,020",**,1170
2014,Bendale,1063,781,906,"1,051","1,176",1170
2014,Birchcliffe-Cliffside,1055,824,"1,006","1,119",**,1170
2014,Black Creek,1071,**,912,"1,066","1,288",1170
2014,Bradford/West Gwillimbury/New Tecumseth,979,794,880,"1,020","1,325",1170
2014,Brampton (East),1258,"1,005","1,162","1,278","1,353",1170
2014,Brampton (West),1103,745,961,"1,128","1,388",1170
2014,Briar Hill-Belgravia,1045,690,929,"1,211",**,1170
2014,Broadview North,1029,839,980,"1,212",**,1170
2014,Bronte,1289,**,"1,159","1,360",**,1170
2014,Brookhaven-Amesbury,1009,721,876,"1,025","1,292",1170
2014,Cabbagetown-South St. James Town,1230,838,"1,173","1,659",**,1170
2014,Caledon,1003,**,977,"1,017",**,1170
2014,Caledonia-Fairbank,960,795,888,"1,040",**,1170
2014,Casa Loma,1671,950,"1,299","1,886","3,081",1170
2014,Churchill Meadows/Erin Mills,1215,868,968,"1,144","1,533",1170
2014,Church-Yonge Corridor,1307,"1,041","1,315","1,675",**,1170
2014,Clairlea-Birchmount,957,830,894,"1,042",**,1170
2014,Clanton Park,977,743,914,"1,098",**,1170
2014,Clarkson/Lorne Park,1117,845,"1,024","1,148","1,262",1170
2014,Cliffcrest,1024,755,923,"1,070","1,277",1170
2014,Cooksville,1098,788,"1,000","1,173","1,338",1170
2014,Crescent Town,995,766,918,"1,122","1,372",1170
2014,Danforth Village-East York,969,809,907,"1,117",**,1170
2014,Don Valley Village/Pleasant View,1205,791,"1,035","1,192","1,406",1170
2014,Dorset Park,1054,768,921,"1,085","1,254",1170
2014,Dovercourt/Davenport/Junction,1143,865,"1,010","1,300",**,1170
2014,Downsview,1009,756,876,"1,059","1,272",1170
2014,Dufferin Grove/Little Portugal,984,863,"1,005",**,**,1170
2014,East End-Danforth,1026,768,"1,008","1,131",**,1170
2014,East Gwillimbury/Newmarket,1052,703,"1,026","1,114","1,207",1170
2014,Edenbridge-Humber Valley,1151,972,965,"1,201","1,615",1170
2014,Eglinton East,1024,851,890,"1,033","1,182",1170
2014,Elms-Old Rexdale,1156,**,910,"1,131","1,313",1170
2014,Englemount-Lawrence,1121,692,954,"1,170","1,465",1170
2014,Eringate-Centennial-West Deane,1191,**,**,"1,144","1,396",1170
2014,Etobicoke West Mall,1214,**,"1,031","1,214","1,395",1170
2014,Flemingdon Park,1102,**,945,"1,165","1,410",1170
2014,Forest Hill North,1299,878,"1,127","1,464","1,994",1170
2014,Forest Hill South,1297,897,"1,125","1,524",**,1170
2014,Georgina,920,**,786,931,**,1170
2014,Guildwood,1179,**,**,**,"1,533",1170
2014,Henry Farm,1288,**,"1,148","1,290","1,500",1170
2014,High Park North/Junction,1308,939,"1,240","1,630","2,065",1170
2014,High Park-Swansea,1259,790,"1,094","1,404",**,1170
2014,Humber Heights-Westmount,1173,**,"1,049","1,200",**,1170
2014,Humewood-Cedarvale,1283,809,"1,107","1,665",**,1170
2014,Ionview,978,760,897,"1,041","1,285",1170
2014,Islington/City Centre North,1287,"1,161","1,215","1,349","1,370",1170
2014,Islington/City Centre South,1153,957,984,"1,218","1,272",1170
2014,Keelesdale-Eglinton West,849,**,801,970,**,1170
2014,Kennedy Park,945,700,884,978,"1,135",1170
2014,Kensington-Chinatown,1326,"1,066","1,285","1,677",**,1170
2014,Kingsview Village-The Westway,1127,810,"1,002","1,147","1,326",1170
2014,Kingsway South,1261,950,"1,162","1,364",**,1170
2014,Lambton Baby Point,967,683,977,968,**,1170
2014,L'Amoreaux/Steeles/Milliken,1108,**,992,"1,159","1,312",1170
2014,Lansing-Westgate,1197,**,"1,072","1,248","1,472",1170
2014,Lawrence Park North,1200,850,"1,143","1,465",**,1170
2014,Lawrence Park South,1277,922,"1,178","1,518",**,1170
2014,Leaside-Bennington,1218,868,"1,116","1,397",**,1170
2014,Little Italy/Trinity-Bellwoods,1370,**,"1,062","1,550",**,1170
2014,Long Branch,923,**,868,991,**,1170
2014,Malton,1008,**,839,**,**,1170
2014,Maple Leaf,1023,799,906,"1,065","1,328",1170
2014,Markham,1145,**,"1,031","1,191","1,617",1170
2014,Meadowvale,1324,**,"1,193","1,380","1,458",1170
2014,Milton/Halton Hills,1062,711,963,"1,121","1,420",1170
2014,Mimico,946,749,894,"1,049","1,498",1170
2014,Mississauga Centre/Streetsville,1233,838,"1,095","1,244","1,469",1170
2014,Moore Park,1638,**,"1,421","1,907",**,1170
2014,Morningside,958,**,879,981,"1,161",1170
2014,Moss Park/Regent Park,954,705,939,"1,363",**,1170
2014,Mount Dennis,1053,729,938,"1,120",**,1170
2014,Mount Olive-Silverstone-Jamestown/Thistletown,1137,**,955,"1,081","1,256",1170
2014,Mount Pleasant East,1252,924,"1,197","1,504",**,1170
2014,Mount Pleasant West,1275,974,"1,243","1,573","1,975",1170
2014,New Toronto,879,**,801,967,**,1170
2014,North St. James Town,1146,939,"1,130","1,277",**,1170
2014,Oakridge,**,**,**,**,**,1170
2014,Oakville (excl. Bronte),1264,918,"1,122","1,299","1,490",1170
2014,Oakwood-Vaughan,941,729,894,"1,110",**,1170
2014,O'Connor-Parkview,1039,735,903,"1,122","1,433",1170
2014,Old East York,980,724,930,"1,145",**,1170
2014,Orangeville/Mono,994,865,934,"1,048","1,072",1170
2014,Parkwoods-Donalda,1185,787,"1,002","1,184","1,407",1170
2014,Playter Estates-Danforth,1123,819,"1,111","1,464",**,1170
2014,Port Credit,1074,785,981,"1,140","1,406",1170
2014,Princess-Rosethorn,**,**,**,**,**,1170
2014,Rexdale-Kipling,985,634,872,995,"1,088",1170
2014,Richmond Hill/Vaughan/King,1207,877,"1,081","1,297","1,521",1170
2014,Riverdale,1134,853,"1,110","1,400",**,1170
2014,Rockcliffe-Smythe,959,710,888,"1,021","1,198",1170
2014,Roncesvalles,942,**,889,**,**,1170
2014,Rosedale,1869,**,"1,479","1,951",**,1170
2014,Rouge,1068,**,**,"1,057","1,192",1170
2014,Rustic/Pelmo Park/Humberlea,1012,**,904,"1,048","1,302",1170
2014,Scarborough Village,1010,**,898,"1,022","1,167",1170
2014,South Parkdale/King West,925,738,945,"1,161",**,1170
2014,St. Andrew-Windfields,1297,799,"1,073","1,291","1,649",1170
2014,Stonegate-Queensway,1013,849,926,"1,072",**,1170
2014,Tam O'Shanter-Sullivan,1078,819,976,"1,113","1,325",1170
2014,The Beaches,1139,815,"1,044","1,439",**,1170
2014,Thorncliffe Park,1190,846,"1,012","1,270","1,681",1170
2014,University/Annex,1406,959,"1,305","1,855",**,1170
2014,Uxbridge,1094,**,981,"1,179",**,1170
2014,Victoria Village,936,741,863,"1,024",**,1170
2014,Waterfront Communities -The Island,2026,**,"1,699","2,458",**,1170
2014,West Hill,1008,769,892,994,"1,184",1170
2014,West Humber-Clairville,1029,735,892,"1,014",**,1170
2014,Westminster-Branson,1216,844,"1,052","1,248","1,409",1170
2014,Weston,1041,793,971,"1,143",**,1170
2014,Wexford-Maryvale,968,772,893,"1,034","1,157",1170
2014,Whitchurch/Stouffville,1080,**,"1,050","1,101",**,1170
2014,Willowdale East/Newtonbrook East,1527,**,"1,342","1,659","2,113",1170
2014,Willowdale West/Newtonbrook West,1245,**,"1,131","1,314","1,516",1170
2014,Willowridge-Martingrove-Richview,1397,**,"1,110","1,418","1,609",1170
2014,Woburn,1050,758,938,"1,061","1,218",1170
2014,Woodbine Corridor/Greenwood-Coxwell,950,**,917,"1,011",**,1170
2014,Woodbine-Lumsden,**,**,**,**,**,1170
2014,Wychwood,1105,807,"1,096",**,**,1170
2014,Yonge-Eglinton,1254,990,"1,215","1,620",**,1170
2014,Yonge-St. Clair,1428,989,"1,264","1,746",**,1170
2014,Yorkdale-Glen Park,1057,**,966,"1,141","1,233",1170
2014,Toronto,1170,896,"1,067","1,251","1,466",1170
2013,Agincourt/Malvern,1182,**,"1,017","1,171","1,392",1138
2013,Ajax/Pickering,1110,**,819,"1,027","1,247",1138
2013,Alderwood,1047,**,803,"1,146",**,1138
2013,Aurora,1144,**,"1,002","1,190","1,329",1138
2013,Banbury-Don Mills/York Mills,1001,700,924,"1,084","1,157",1138
2013,Bathurst Manor,1181,732,"1,035","1,211","1,401",1138
2013,Bay Street Corridor,2048,"1,314","1,872","2,289","5,315",1138
2013,Bayview Village,1449,**,"1,200","1,448",**,1138
2013,Bayview Woods-Steeles/Hillcrest Village,1920,**,"1,541","1,901","2,193",1138
2013,Bedford Park-Nortown,1019,810,931,"1,145",**,1138
2013,Beechborough-Greenbrook,886,717,821,953,**,1138
2013,Bendale,1062,761,915,"1,056","1,185",1138
2013,Birchcliffe-Cliffside,978,803,896,"1,053",**,1138
2013,Black Creek,1043,743,895,"1,031","1,273",1138
2013,Bradford/West Gwillimbury/New Tecumseth,962,779,865,"1,009","1,186",1138
2013,Brampton (East),1184,871,"1,074","1,204","1,331",1138
2013,Brampton (West),1076,693,963,"1,101","1,346",1138
2013,Briar Hill-Belgravia,1126,730,981,"1,230","1,473",1138
2013,Broadview North,1007,812,961,"1,190",**,1138
2013,Bronte,1237,**,"1,126","1,299",**,1138
2013,Brookhaven-Amesbury,989,716,859,"1,037","1,268",1138
2013,Cabbagetown-South St. James Town,1187,857,"1,153",**,**,1138
2013,Caledon,**,**,**,**,**,1138
2013,Caledonia-Fairbank,913,709,860,"1,012",**,1138
2013,Casa Loma,1472,895,"1,186","1,683","2,805",1138
2013,Churchill Meadows/Erin Mills,1210,818,934,"1,102","1,491",1138
2013,Church-Yonge Corridor,1209,973,"1,221","1,611",**,1138
2013,Clairlea-Birchmount,932,810,874,"1,015","1,250",1138
2013,Clanton Park,915,740,871,"1,017",**,1138
2013,Clarkson/Lorne Park,1113,803,"1,013","1,146","1,261",1138
2013,Cliffcrest,1011,**,928,"1,034","1,257",1138
2013,Cooksville,1077,793,981,"1,153","1,281",1138
2013,Crescent Town,970,742,898,"1,076","1,339",1138
2013,Danforth Village-East York,948,709,897,"1,064",**,1138
2013,Don Valley Village/Pleasant View,1184,836,"1,032","1,183","1,345",1138
2013,Dorset Park,997,776,893,"1,023","1,176",1138
2013,Dovercourt/Davenport/Junction,1017,**,824,"1,310",**,1138
2013,Downsview,966,697,854,"1,008","1,205",1138
2013,Dufferin Grove/Little Portugal,960,716,954,"1,328",**,1138
2013,East End-Danforth,1014,750,984,"1,181",**,1138
2013,East Gwillimbury/Newmarket,1009,741,975,"1,054","1,259",1138
2013,Edenbridge-Humber Valley,1146,974,952,"1,183","1,593",1138
2013,Eglinton East,990,830,853,"1,009","1,186",1138
2013,Elms-Old Rexdale,1176,**,913,"1,181","1,283",1138
2013,Englemount-Lawrence,1090,771,946,"1,140","1,403",1138
2013,Eringate-Centennial-West Deane,1122,**,**,"1,111",**,1138
2013,Etobicoke West Mall,1156,**,986,"1,170","1,314",1138
2013,Flemingdon Park,1066,**,938,"1,107","1,370",1138
2013,Forest Hill North,1249,815,"1,084","1,384","1,923",1138
2013,Forest Hill South,1252,883,"1,084","1,516","1,946",1138
2013,Georgina,810,**,750,795,**,1138
2013,Guildwood,1168,**,994,"1,213","1,489",1138
2013,Henry Farm,1217,**,"1,078","1,217","1,461",1138
2013,High Park North/Junction,1247,914,"1,179","1,574","2,079",1138
2013,High Park-Swansea,1110,695,"1,064","1,253",**,1138
2013,Humber Heights-Westmount,1151,**,985,"1,145","1,338",1138
2013,Humewood-Cedarvale,1215,774,"1,064","1,532",**,1138
2013,Ionview,949,756,880,"1,010","1,153",1138
2013,Islington/City Centre North,1229,"1,079","1,143","1,277","1,412",1138
2013,Islington/City Centre South,1142,950,**,"1,202",**,1138
2013,Keelesdale-Eglinton West,847,704,810,908,**,1138
2013,Kennedy Park,933,745,871,994,**,1138
2013,Kensington-Chinatown,1394,**,**,"1,723",**,1138
2013,Kingsview Village-The Westway,1093,**,959,"1,112","1,303",1138
2013,Kingsway South,1283,850,"1,097","1,434",**,1138
2013,Lambton Baby Point,927,682,921,972,**,1138
2013,L'Amoreaux/Steeles/Milliken,1115,**,"1,001","1,166","1,307",1138
2013,Lansing-Westgate,1273,**,"1,155","1,343","1,499",1138
2013,Lawrence Park North,1202,845,"1,064","1,467",**,1138
2013,Lawrence Park South,1337,921,"1,198","1,646",**,1138
2013,Leaside-Bennington,1180,814,"1,036","1,419","1,910",1138
2013,Little Italy/Trinity-Bellwoods,**,730,**,"1,202",**,1138
2013,Long Branch,901,**,852,977,**,1138
2013,Malton,1058,**,813,"1,102","1,155",1138
2013,Maple Leaf,978,777,873,"1,029","1,271",1138
2013,Markham,1128,773,"1,029","1,183","1,333",1138
2013,Meadowvale,1306,**,"1,181","1,343","1,426",1138
2013,Milton/Halton Hills,1030,703,929,"1,090","1,377",1138
2013,Mimico,950,725,886,"1,047","1,480",1138
2013,Mississauga Centre/Streetsville,1197,842,"1,050","1,200","1,451",1138
2013,Moore Park,1439,"1,003","1,307","1,876",**,1138
2013,Morningside,962,**,868,986,"1,191",1138
2013,Moss Park/Regent Park,959,713,947,"1,326",**,1138
2013,Mount Dennis,940,758,848,984,**,1138
2013,Mount Olive-Silverstone-Jamestown/Thistletown,1097,**,947,"1,085","1,194",1138
2013,Mount Pleasant East,1201,876,"1,137","1,454","1,644",1138
2013,Mount Pleasant West,1262,969,"1,223","1,568","2,093",1138
2013,New Toronto,886,**,829,989,**,1138
2013,North St. James Town,1057,867,993,"1,218","1,547",1138
2013,Oakridge,964,768,917,"1,122",**,1138
2013,Oakville (excl. Bronte),1221,891,"1,091","1,269","1,427",1138
2013,Oakwood-Vaughan,924,724,863,"1,103",**,1138
2013,O'Connor-Parkview,998,**,844,"1,076","1,420",1138
2013,Old East York,937,708,891,"1,114",**,1138
2013,Orangeville/Mono,946,784,891,"1,000","1,026",1138
2013,Parkwoods-Donalda,1177,801,990,"1,173","1,408",1138
2013,Playter Estates-Danforth,1107,839,"1,081","1,408",**,1138
2013,Port Credit,1024,769,927,"1,078","1,358",1138
2013,Princess-Rosethorn,**,**,**,**,**,1138
2013,Rexdale-Kipling,1023,628,865,"1,013","1,181",1138
2013,Richmond Hill/Vaughan/King,1160,870,"1,046","1,235","1,463",1138
2013,Riverdale,1028,801,"1,017","1,135",**,1138
2013,Rockcliffe-Smythe,925,694,850,"1,002","1,201",1138
2013,Roncesvalles,**,**,**,**,**,1138
2013,Rosedale,1903,**,"1,375","1,785",**,1138
2013,Rouge,1061,**,**,"1,069","1,199",1138
2013,Rustic/Pelmo Park/Humberlea,1030,**,916,"1,052","1,283",1138
2013,Scarborough Village,1002,**,891,"1,011","1,134",1138
2013,South Parkdale/King West,927,752,951,"1,131",**,1138
2013,St. Andrew-Windfields,1306,815,"1,077","1,272","1,763",1138
2013,Stonegate-Queensway,963,785,913,"1,022",**,1138
2013,Tam O'Shanter-Sullivan,1075,813,968,"1,109","1,310",1138
2013,The Beaches,1161,775,"1,075","1,385",**,1138
2013,Thorncliffe Park,1186,836,"1,007","1,262","1,657",1138
2013,University/Annex,1417,"1,045","1,324","1,794",**,1138
2013,Uxbridge,1273,**,982,"1,440","1,799",1138
2013,Victoria Village,1034,729,932,"1,121","1,410",1138
2013,Waterfront Communities -The Island,1803,**,"1,524","2,275",**,1138
2013,West Hill,977,**,885,987,"1,059",1138
2013,West Humber-Clairville,1039,779,871,996,**,1138
2013,Westminster-Branson,1232,800,"1,056","1,251","1,410",1138
2013,Weston,948,731,851,"1,080","1,335",1138
2013,Wexford-Maryvale,955,765,877,"1,021","1,201",1138
2013,Whitchurch/Stouffville,1030,**,"1,002","1,050",**,1138
2013,Willowdale East/Newtonbrook East,1685,**,"1,429","1,710","2,258",1138
2013,Willowdale West/Newtonbrook West,1204,**,"1,053","1,282","1,524",1138
